# W  results  stat. err
3.153000e+01  2.341132e+03  3.856799e+01
9.711000e+01  2.803980e+03  4.552242e+01
1.246900e+02  2.930365e+03  4.740587e+01
1.601000e+02  3.067408e+03  4.945635e+01
4.931400e+02  3.858761e+03  6.133369e+01
6.332100e+02  4.085755e+03  6.472114e+01
8.130500e+02  4.337137e+03  6.845378e+01
4.050000e+01  2.431312e+03  3.994696e+01
4.590000e+01  2.478875e+03  4.066672e+01
5.200000e+01  2.528051e+03  4.140683e+01
2.990000e+02  3.466116e+03  5.544542e+01
3.390000e+02  3.557723e+03  5.682151e+01
3.840000e+02  3.653052e+03  5.825232e+01
5.040000e+01  2.081417e+00  7.185853e-02
7.310000e+01  2.235380e+00  7.939309e-02
1.299000e+02  2.545502e+00  1.005932e-01
1.933000e+02  2.816929e+00  1.230879e-01
3.912000e+02  3.429666e+00  1.806358e-01
4.320000e+01  2.027477e+00  7.004607e-02
5.000000e+01  2.078490e+00  7.174618e-02
5.730000e+01  2.130661e+00  7.394841e-02
6.530000e+01  2.184992e+00  7.662591e-02
7.390000e+01  2.240415e+00  7.968280e-02
8.320000e+01  2.297257e+00  8.310312e-02
9.330000e+01  2.355778e+00  8.688314e-02
1.043000e+02  2.416175e+00  9.102480e-02
4.250000e+01  2.022089e+00  6.989874e-02
5.500000e+01  2.114502e+00  7.322355e-02
6.500000e+01  2.183005e+00  7.652203e-02
7.500000e+01  2.247298e+00  8.008255e-02
8.500000e+01  2.307919e+00  8.377336e-02
1.000000e+02  2.392952e+00  8.940526e-02
1.175000e+02  2.484648e+00  9.598095e-02
1.325000e+02  2.557876e+00  1.015531e-01
1.550000e+02  2.660021e+00  1.097359e-01
1.850000e+02  2.784490e+00  1.202589e-01
2.150000e+02  2.898219e+00  1.303140e-01
2.450000e+02  3.003264e+00  1.399048e-01
2.750000e+02  3.101111e+00  1.490481e-01
4.260000e+02  3.516157e+00  1.890357e-01
4.830000e+02  3.648785e+00  2.018656e-01
5.470000e+02  3.786407e+00  2.150174e-01
6.200000e+02  3.931310e+00  2.285694e-01
7.020000e+02  4.081390e+00  2.421581e-01
7.960000e+02  4.239798e+00  2.558683e-01
9.020000e+02  4.404017e+00  2.692504e-01
1.022000e+03  4.574741e+00  2.821168e-01
1.158000e+03  4.752185e+00  2.942117e-01
1.312000e+03  4.936193e+00  3.052363e-01
5.809680e+02  3.855293e+00  2.215051e-01
6.583230e+02  4.002974e+00  2.351227e-01
7.459770e+02  4.157152e+00  2.488049e-01
8.453030e+02  4.317910e+00  2.623479e-01
9.578540e+02  4.485307e+00  2.755184e-01
1.085391e+03  4.659380e+00  2.880570e-01
1.229909e+03  4.840140e+00  2.996823e-01
1.393669e+03  5.027571e+00  3.100981e-01
1.579234e+03  5.221622e+00  3.190015e-01
1.000000e-01  2.349978e+00  6.208387e-01
2.900000e-01  1.648899e+00  2.447696e-01
5.200000e-01  1.044464e+00  1.029053e-01
7.800000e-01  5.657148e-01  4.250656e-02
1.120000e+00  2.538941e-01  1.592679e-02
1.550000e+00  1.077273e-01  6.354880e-03
2.210000e+00  4.596944e-02  3.164971e-03
2.000000e-02  1.690392e+01  4.585516e-01
8.000000e-02  9.440765e+00  2.709025e-01
1.400000e-01  5.485341e+00  1.818866e-01
2.100000e-01  3.007628e+00  1.244420e-01
3.000000e-01  1.426445e+00  7.887326e-02
4.100000e-01  5.865379e-01  4.520551e-02
5.800000e-01  1.514295e-01  1.872195e-02
9.000000e-01  1.097549e-02  3.313013e-03
