# W  results  stat. err
3.153000e+01  2.302638e+02  4.498644e+00
9.711000e+01  7.700219e+02  1.470431e+01
1.246900e+02  9.934688e+02  1.877674e+01
1.601000e+02  1.277395e+03  2.398850e+01
4.931400e+02  3.829118e+03  7.001877e+01
6.332100e+02  4.858933e+03  8.726794e+01
8.130500e+02  6.156376e+03  1.076348e+02
4.050000e+01  3.044252e+02  5.985202e+00
4.590000e+01  3.491390e+02  6.861266e+00
5.200000e+01  3.996280e+02  7.835283e+00
2.990000e+02  2.363946e+03  4.399103e+01
3.390000e+02  2.670196e+03  4.955369e+01
3.840000e+02  3.011796e+03  5.568971e+01
5.040000e+01  2.245240e-01  1.088399e-02
7.310000e+01  3.393339e-01  1.709424e-02
1.299000e+02  6.498777e-01  3.828247e-02
1.933000e+02  1.022368e+00  6.983853e-02
3.912000e+02  2.277765e+00  2.039003e-01
4.320000e+01  1.896427e-01  9.225163e-03
5.000000e+01  2.225646e-01  1.078767e-02
5.730000e+01  2.586953e-01  1.261940e-02
6.530000e+01  2.991352e-01  1.480046e-02
7.390000e+01  3.434970e-01  1.733858e-02
8.320000e+01  3.924055e-01  2.029967e-02
9.330000e+01  4.465163e-01  2.376010e-02
1.043000e+02  5.065135e-01  2.780700e-02
4.250000e+01  1.862970e-01  9.072570e-03
5.500000e+01  2.472286e-01  1.202559e-02
6.500000e+01  2.976038e-01  1.471549e-02
7.500000e+01  3.492330e-01  1.767726e-02
8.500000e+01  4.019761e-01  2.089801e-02
1.000000e+02  4.829349e-01  2.619126e-02
1.175000e+02  5.798279e-01  3.302940e-02
1.325000e+02  6.646996e-01  3.942507e-02
1.550000e+02  7.947316e-01  4.988091e-02
1.850000e+02  9.724391e-01  6.529811e-02
2.150000e+02  1.154285e+00  8.222887e-02
2.450000e+02  1.339589e+00  1.004991e-01
2.750000e+02  1.527826e+00  1.199496e-01
4.260000e+02  2.507233e+00  2.310218e-01
4.830000e+02  2.886640e+00  2.767642e-01
5.470000e+02  3.316866e+00  3.294925e-01
6.200000e+02  3.811742e+00  3.906164e-01
7.020000e+02  4.371462e+00  4.596132e-01
7.960000e+02  5.016455e+00  5.380968e-01
9.020000e+02  5.746321e+00  6.246770e-01
1.022000e+03  6.573902e+00  7.190562e-01
1.158000e+03  7.511462e+00  8.202254e-01
1.312000e+03  8.570481e+00  9.263982e-01
5.809680e+02  3.546664e+00  3.578509e-01
6.583230e+02  4.072907e+00  4.228706e-01
7.459770e+02  4.672861e+00  4.964719e-01
8.453030e+02  5.355698e+00  5.786835e-01
9.578540e+02  6.131451e+00  6.691481e-01
1.085391e+03  7.011070e+00  7.670338e-01
1.229909e+03  8.006428e+00  8.709517e-01
1.393669e+03  9.130333e+00  9.788979e-01
1.579234e+03  1.039652e+01  1.088231e+00
1.000000e-01  9.187347e-01  2.116007e-01
2.900000e-01  7.106633e-01  9.815618e-02
5.200000e-01  4.076735e-01  4.308901e-02
7.800000e-01  2.002590e-01  1.954354e-02
1.120000e+00  8.035499e-02  7.104295e-03
1.550000e+00  2.733765e-02  2.507541e-03
2.210000e+00  7.858503e-03  8.517415e-04
2.000000e-02  2.846823e+00  1.011286e-01
8.000000e-02  1.568810e+00  6.444245e-02
1.400000e-01  8.612303e-01  4.394576e-02
2.100000e-01  4.254824e-01  2.895771e-02
3.000000e-01  1.703604e-01  1.670943e-02
4.100000e-01  5.511161e-02  8.553971e-03
5.800000e-01  9.576850e-03  3.017548e-03
9.000000e-01  3.902392e-04  4.146365e-04
