# W  results  stat. err
3.153000e+01  1.569251e+02  3.742939e+00
9.711000e+01  6.493444e+02  1.495396e+01
1.246900e+02  8.781419e+02  2.013242e+01
1.601000e+02  1.182230e+03  2.691667e+01
4.931400e+02  4.271364e+03  9.078646e+01
6.332100e+02  5.616625e+03  1.164925e+02
8.130500e+02  7.354889e+03  1.483133e+02
4.050000e+01  2.173061e+02  5.107605e+00
4.590000e+01  2.551686e+02  5.966530e+00
5.200000e+01  2.990707e+02  6.964899e+00
2.990000e+02  2.438414e+03  5.386682e+01
3.390000e+02  2.811215e+03  6.158135e+01
3.840000e+02  3.234220e+03  7.019973e+01
5.040000e+01  5.218085e-01  2.519334e-02
7.310000e+01  8.266280e-01  4.070428e-02
1.299000e+02  1.758288e+00  9.575989e-02
1.933000e+02  3.007127e+00  1.807557e-01
3.912000e+02  7.710787e+00  5.553162e-01
4.320000e+01  4.351911e-01  2.113578e-02
5.000000e+01  5.168600e-01  2.495655e-02
5.730000e+01  6.095823e-01  2.948213e-02
6.530000e+01  7.168028e-01  3.492548e-02
7.390000e+01  8.381742e-01  4.132277e-02
8.320000e+01  9.760740e-01  4.885795e-02
9.330000e+01  1.133132e+00  5.774620e-02
1.043000e+02  1.312227e+00  6.823560e-02
4.250000e+01  4.270545e-01  2.076488e-02
5.500000e+01  5.798253e-01  2.801005e-02
6.500000e+01  7.126808e-01  3.471243e-02
7.500000e+01  8.541336e-01  4.218095e-02
8.500000e+01  1.003523e+00  5.038887e-02
1.000000e+02  1.241257e+00  6.403649e-02
1.175000e+02  1.537380e+00  8.189777e-02
1.325000e+02  1.805696e+00  9.878899e-02
1.550000e+02  2.230564e+00  1.267050e-01
1.850000e+02  2.833684e+00  1.683865e-01
2.150000e+02  3.472640e+00  2.146858e-01
2.450000e+02  4.141998e+00  2.651038e-01
2.750000e+02  4.837238e+00  3.191703e-01
4.260000e+02  8.611610e+00  6.321694e-01
4.830000e+02  1.011349e+01  7.620837e-01
5.470000e+02  1.182747e+01  9.120440e-01
6.200000e+02  1.380349e+01  1.085834e+00
7.020000e+02  1.603342e+01  1.281591e+00
7.960000e+02  1.858457e+01  1.503314e+00
9.020000e+02  2.143496e+01  1.746258e+00
1.022000e+03  2.460724e+01  2.008536e+00
1.158000e+03  2.811179e+01  2.286001e+00
1.312000e+03  3.194447e+01  2.572133e+00
5.809680e+02  1.274501e+01  9.926982e-01
6.583230e+02  1.484524e+01  1.177421e+00
7.459770e+02  1.722868e+01  1.385871e+00
8.453030e+02  1.991494e+01  1.617446e+00
9.578540e+02  2.291982e+01  1.870211e+00
1.085391e+03  2.625381e+01  2.140643e+00
1.229909e+03  2.992031e+01  2.423421e+00
1.393669e+03  3.391377e+01  2.711336e+00
1.579234e+03  3.821784e+01  2.995343e+00
1.000000e-01  1.114487e+00  2.725444e-01
2.900000e-01  7.758553e-01  1.698164e-01
5.200000e-01  5.272443e-01  1.021056e-01
7.800000e-01  3.489506e-01  5.851554e-02
1.120000e+00  2.053885e-01  2.885085e-02
1.550000e+00  1.061734e-01  1.289492e-02
2.210000e+00  4.142403e-02  4.641778e-03
2.000000e-02  2.772635e+00  1.198175e-01
8.000000e-02  2.227828e+00  9.665628e-02
1.400000e-01  1.797451e+00  7.877479e-02
2.100000e-01  1.404805e+00  6.275457e-02
3.000000e-01  1.027860e+00  4.756971e-02
4.100000e-01  7.053065e-01  3.457902e-02
5.800000e-01  3.976207e-01  2.181495e-02
9.000000e-01  1.381515e-01  9.822725e-03
