# W  results  stat. err
3.153000e+01  1.023149e+05  1.207024e+03
9.711000e+01  1.228081e+05  1.424063e+03
1.246900e+02  1.281592e+05  1.479377e+03
1.601000e+02  1.338219e+05  1.537950e+03
4.931400e+02  1.638522e+05  1.860337e+03
6.332100e+02  1.717237e+05  1.950418e+03
8.130500e+02  1.801110e+05  2.049716e+03
4.050000e+01  1.063928e+05  1.251497e+03
4.590000e+01  1.085316e+05  1.274465e+03
5.200000e+01  1.107319e+05  1.297887e+03
2.990000e+02  1.494920e+05  1.702712e+03
3.390000e+02  1.529323e+05  1.739774e+03
3.840000e+02  1.564528e+05  1.778132e+03
5.040000e+01  1.715131e+02  5.512049e+00
7.310000e+01  1.896682e+02  6.233788e+00
1.299000e+02  2.269082e+02  8.366292e+00
1.933000e+02  2.600371e+02  1.073494e+01
3.912000e+02  3.356611e+02  1.707815e+01
4.320000e+01  1.652148e+02  5.345273e+00
5.000000e+01  1.711705e+02  5.501567e+00
5.730000e+01  1.772921e+02  5.709050e+00
6.530000e+01  1.836989e+02  5.965432e+00
7.390000e+01  1.902660e+02  6.262052e+00
8.320000e+01  1.970327e+02  6.597933e+00
9.330000e+01  2.040303e+02  6.973376e+00
1.043000e+02  2.112832e+02  7.389306e+00
4.250000e+01  1.645875e+02  5.332045e+00
5.500000e+01  1.753928e+02  5.640342e+00
6.500000e+01  1.834640e+02  5.955419e+00
7.500000e+01  1.910838e+02  6.301104e+00
8.500000e+01  1.983053e+02  6.664193e+00
1.000000e+02  2.084908e+02  7.226123e+00
1.175000e+02  2.195408e+02  7.892721e+00
1.325000e+02  2.284094e+02  8.465433e+00
1.550000e+02  2.408374e+02  9.318073e+00
1.850000e+02  2.560585e+02  1.043235e+01
2.150000e+02  2.700252e+02  1.151311e+01
2.450000e+02  2.829640e+02  1.255635e+01
2.750000e+02  2.950403e+02  1.356035e+01
4.260000e+02  3.463490e+02  1.802110e+01
4.830000e+02  3.627150e+02  1.946264e+01
5.470000e+02  3.796522e+02  2.093778e+01
6.200000e+02  3.974178e+02  2.244937e+01
7.020000e+02  4.157248e+02  2.394961e+01
7.960000e+02  4.349228e+02  2.543878e+01
9.020000e+02  4.546657e+02  2.685739e+01
1.022000e+03  4.749928e+02  2.817418e+01
1.158000e+03  4.958781e+02  2.935028e+01
1.312000e+03  5.172452e+02  3.034310e+01
5.809680e+02  3.881076e+02  2.166287e+01
6.583230e+02  4.061726e+02  2.317529e+01
7.459770e+02  4.249241e+02  2.467527e+01
8.453030e+02  4.443354e+02  2.613081e+01
9.578540e+02  4.643712e+02  2.750579e+01
1.085391e+03  4.849873e+02  2.876086e+01
1.229909e+03  5.061303e+02  2.985468e+01
1.393669e+03  5.277367e+02  3.074554e+01
1.579234e+03  5.497325e+02  3.139332e+01
1.000000e-01  1.965820e+02  4.423981e+01
2.900000e-01  2.049249e+02  2.119394e+01
5.200000e-01  1.639560e+02  1.082514e+01
7.800000e-01  1.196938e+02  6.552270e+00
1.120000e+00  8.236997e+01  4.117987e+00
1.550000e+00  5.314618e+01  2.644682e+00
2.210000e+00  2.902770e+01  1.447424e+00
2.000000e-02  1.541775e+03  3.216172e+01
8.000000e-02  8.550478e+02  2.081429e+01
1.400000e-01  4.729684e+02  1.511132e+01
2.100000e-01  2.362960e+02  1.083369e+01
3.000000e-01  9.632727e+01  6.702329e+00
4.100000e-01  3.189494e+01  3.566301e+00
5.800000e-01  5.650487e+00  1.300375e+00
9.000000e-01  1.938731e-01  2.527742e-01
