# W  results  stat. err
3.153000e+01  6.155133e+03  1.298748e+02
9.711000e+01  8.854966e+03  1.810052e+02
1.246900e+02  9.640922e+03  1.955768e+02
1.601000e+02  1.050985e+04  2.115540e+02
4.931400e+02  1.577016e+04  3.065871e+02
6.332100e+02  1.733404e+04  3.345798e+02
8.130500e+02  1.908662e+04  3.659140e+02
4.050000e+01  6.653711e+03  1.394616e+02
4.590000e+01  6.922814e+03  1.446060e+02
5.200000e+01  7.205144e+03  1.499819e+02
2.990000e+02  1.311649e+04  2.588986e+02
3.390000e+02  1.372895e+04  2.699368e+02
3.840000e+02  1.437084e+04  2.814817e+02
5.040000e+01  1.930215e+01  1.017289e+00
7.310000e+01  2.196357e+01  1.171836e+00
1.299000e+02  2.721506e+01  1.559037e+00
1.933000e+02  3.185727e+01  1.960049e+00
3.912000e+02  4.279520e+01  3.011384e+00
4.320000e+01  1.833930e+01  9.716081e-01
5.000000e+01  1.925048e+01  1.014678e+00
5.730000e+01  2.016384e+01  1.063245e+00
6.530000e+01  2.110177e+01  1.117899e+00
7.390000e+01  2.204936e+01  1.177384e+00
8.320000e+01  2.301516e+01  1.241904e+00
9.330000e+01  2.400589e+01  1.311725e+00
1.043000e+02  2.502678e+01  1.387129e+00
4.250000e+01  1.824167e+01  9.673551e-01
5.500000e+01  1.988253e+01  1.047764e+00
6.500000e+01  2.106765e+01  1.115833e+00
7.500000e+01  2.216658e+01  1.185015e+00
8.500000e+01  2.319587e+01  1.254377e+00
1.000000e+02  2.463430e+01  1.357748e+00
1.175000e+02  2.618444e+01  1.476448e+00
1.325000e+02  2.742495e+01  1.576185e+00
1.550000e+02  2.916288e+01  1.722059e+00
1.850000e+02  3.129739e+01  1.909557e+00
2.150000e+02  3.326762e+01  2.089325e+00
2.450000e+02  3.510679e+01  2.261787e+00
2.750000e+02  3.683822e+01  2.427388e+00
4.260000e+02  4.440282e+01  3.170509e+00
4.830000e+02  4.690204e+01  3.417337e+00
5.470000e+02  4.954039e+01  3.675766e+00
6.200000e+02  5.236977e+01  3.948752e+00
7.020000e+02  5.535782e+01  4.230590e+00
7.960000e+02  5.857749e+01  4.524958e+00
9.020000e+02  6.198918e+01  4.824423e+00
1.022000e+03  6.561867e+01  5.127060e+00
1.158000e+03  6.948366e+01  5.429497e+00
1.312000e+03  7.359520e+01  5.727213e+00
5.809680e+02  5.087877e+01  3.805535e+00
6.583230e+02  5.378914e+01  4.083563e+00
7.459770e+02  5.688912e+01  4.371910e+00
8.453030e+02  6.019075e+01  4.668271e+00
9.578540e+02  6.370666e+01  4.969784e+00
1.085391e+03  6.745023e+01  5.273025e+00
1.229909e+03  7.143555e+01  5.573999e+00
1.393669e+03  7.567748e+01  5.868172e+00
1.579234e+03  8.019167e+01  6.150519e+00
1.000000e-01  1.613333e+01  4.518165e+00
2.900000e-01  1.570618e+01  3.365334e+00
5.200000e-01  1.505154e+01  2.444505e+00
7.800000e-01  1.298392e+01  1.672748e+00
1.120000e+00  9.734695e+00  1.014543e+00
1.550000e+00  6.373407e+00  5.469353e-01
2.210000e+00  3.243068e+00  2.392418e-01
2.000000e-02  6.033089e+01  2.025208e+00
8.000000e-02  5.006325e+01  1.724996e+00
1.400000e-01  4.164281e+01  1.516577e+00
2.100000e-01  3.369452e+01  1.339819e+00
3.000000e-01  2.578943e+01  1.165851e+00
4.100000e-01  1.874531e+01  9.914104e-01
5.800000e-01  1.163711e+01  7.654991e-01
9.000000e-01  5.015054e+00  4.571636e-01
