# W  results  stat. err
3.153000e+01  1.650336e+03  2.714725e+01
9.711000e+01  2.668074e+03  4.284266e+01
1.246900e+02  2.989028e+03  4.780411e+01
1.601000e+02  3.358869e+03  5.356905e+01
4.931400e+02  5.883263e+03  9.268493e+01
6.332100e+02  6.711329e+03  1.050539e+02
8.130500e+02  7.673592e+03  1.190251e+02
4.050000e+01  1.830038e+03  2.994920e+01
4.590000e+01  1.928336e+03  3.147050e+01
5.200000e+01  2.032565e+03  3.307771e+01
2.990000e+02  4.554086e+03  7.226606e+01
3.390000e+02  4.851614e+03  7.688654e+01
3.840000e+02  5.169595e+03  8.179617e+01
5.040000e+01  1.394783e+00  3.112224e-02
7.310000e+01  1.657427e+00  3.842619e-02
1.299000e+02  2.211252e+00  5.891738e-02
1.933000e+02  2.739459e+00  8.314426e-02
3.912000e+02  4.123204e+00  1.595058e-01
4.320000e+01  1.302766e+00  2.906678e-02
5.000000e+01  1.389805e+00  3.100341e-02
5.730000e+01  1.478485e+00  3.323858e-02
6.530000e+01  1.571045e+00  3.581719e-02
7.390000e+01  1.666096e+00  3.869811e-02
8.320000e+01  1.764563e+00  4.190837e-02
9.330000e+01  1.867230e+00  4.548027e-02
1.043000e+02  1.974776e+00  4.944937e-02
4.250000e+01  1.293524e+00  2.887791e-02
5.500000e+01  1.451018e+00  3.252028e-02
6.500000e+01  1.567651e+00  3.571853e-02
7.500000e+01  1.677962e+00  3.907319e-02
8.500000e+01  1.783164e+00  4.253905e-02
1.000000e+02  1.933220e+00  4.788921e-02
1.175000e+02  2.098870e+00  5.429712e-02
1.325000e+02  2.234357e+00  5.989295e-02
1.550000e+02  2.428516e+00  6.841439e-02
1.850000e+02  2.673858e+00  7.993545e-02
2.150000e+02  2.906991e+00  9.156045e-02
2.450000e+02  3.130350e+00  1.032284e-01
2.750000e+02  3.345647e+00  1.148942e-01
4.260000e+02  4.342737e+00  1.725702e-01
4.830000e+02  4.692138e+00  1.935857e-01
5.470000e+02  5.071659e+00  2.165555e-01
6.200000e+02  5.490780e+00  2.418834e-01
7.020000e+02  5.946974e+00  2.691761e-01
7.960000e+02  6.454081e+00  2.989272e-01
9.020000e+02  7.008987e+00  3.305148e-01
1.022000e+03  7.619112e+00  3.638226e-01
1.158000e+03  8.291235e+00  3.985530e-01
1.312000e+03  9.031602e+00  4.342329e-01
5.809680e+02  5.268355e+00  2.284595e-01
6.583230e+02  5.705746e+00  2.547932e-01
7.459770e+02  6.186150e+00  2.832995e-01
8.453030e+02  6.714226e+00  3.138760e-01
9.578540e+02  7.295157e+00  3.463365e-01
1.085391e+03  7.934741e+00  3.804000e-01
1.229909e+03  8.639452e+00  4.156796e-01
1.393669e+03  9.416538e+00  4.516763e-01
1.579234e+03  1.027411e+01  4.877759e-01
1.000000e-01  8.534930e-01  2.668240e-01
2.900000e-01  8.883635e-01  1.172253e-01
5.200000e-01  6.398196e-01  4.886915e-02
7.800000e-01  3.843339e-01  2.343617e-02
1.120000e+00  1.966423e-01  1.104699e-02
1.550000e+00  9.461564e-02  5.268259e-03
2.210000e+00  4.154416e-02  2.453555e-03
2.000000e-02  1.342175e+01  1.946820e-01
8.000000e-02  7.452452e+00  1.296863e-01
1.400000e-01  4.143552e+00  9.469675e-02
2.100000e-01  2.092509e+00  6.777311e-02
3.000000e-01  8.712300e-01  4.219887e-02
4.100000e-01  2.994717e-01  2.266662e-02
5.800000e-01  5.873306e-02  8.364795e-03
9.000000e-01  3.674367e-03  1.730809e-03
