# W  results  stat. err
3.153000e+01  1.421334e+04  2.459749e+02
9.711000e+01  2.593708e+04  4.293288e+02
1.246900e+02  2.949884e+04  4.810821e+02
1.601000e+02  3.346539e+04  5.372836e+02
4.931400e+02  5.753937e+04  8.575439e+02
6.332100e+02  6.462488e+04  9.477125e+02
8.130500e+02  7.250639e+04  1.046880e+03
4.050000e+01  1.628541e+04  2.802960e+02
4.590000e+01  1.742603e+04  2.987700e+02
5.200000e+01  1.863734e+04  3.180947e+02
2.990000e+02  4.541986e+04  6.998180e+02
3.390000e+02  4.822566e+04  7.368329e+02
3.840000e+02  5.116141e+04  7.752095e+02
5.040000e+01  2.854452e+01  8.787777e-01
7.310000e+01  3.669905e+01  1.156759e+00
1.299000e+02  5.574507e+01  1.955560e+00
1.933000e+02  7.528222e+01  2.925492e+00
3.912000e+02  1.281655e+02  5.985846e+00
4.320000e+01  2.587601e+01  8.002082e-01
5.000000e+01  2.839738e+01  8.742555e-01
5.730000e+01  3.106292e+01  9.591889e-01
6.530000e+01  3.393834e+01  1.057212e+00
7.390000e+01  3.697993e+01  1.167162e+00
8.320000e+01  4.021562e+01  1.290398e+00
9.330000e+01  4.367130e+01  1.428452e+00
1.043000e+02  4.737070e+01  1.582961e+00
4.250000e+01  2.561426e+01  7.929290e-01
5.500000e+01  3.022753e+01  9.319108e-01
6.500000e+01  3.383133e+01  1.053457e+00
7.500000e+01  3.736546e+01  1.181520e+00
8.500000e+01  4.083581e+01  1.314703e+00
1.000000e+02  4.593224e+01  1.522095e+00
1.175000e+02  5.172792e+01  1.773093e+00
1.325000e+02  5.657849e+01  1.994227e+00
1.550000e+02  6.366962e+01  2.333675e+00
1.850000e+02  7.281144e+01  2.796193e+00
2.150000e+02  8.163013e+01  3.265185e+00
2.450000e+02  9.015524e+01  3.736606e+00
2.750000e+02  9.841046e+01  4.207350e+00
4.260000e+02  1.364706e+02  6.496495e+00
4.830000e+02  1.495430e+02  7.305275e+00
5.470000e+02  1.634987e+02  8.169078e+00
6.200000e+02  1.785709e+02  9.094161e+00
7.020000e+02  1.945294e+02  1.005549e+01
7.960000e+02  2.116859e+02  1.105749e+01
9.020000e+02  2.297283e+02  1.206417e+01
1.022000e+03  2.486690e+02  1.305602e+01
1.158000e+03  2.684486e+02  1.400666e+01
1.312000e+03  2.889435e+02  1.488465e+01
5.809680e+02  1.706190e+02  8.607623e+00
6.583230e+02  1.861509e+02  9.553683e+00
7.459770e+02  2.026995e+02  1.053739e+01
8.453030e+02  2.202406e+02  1.154155e+01
9.578540e+02  2.387295e+02  1.254462e+01
1.085391e+03  2.580984e+02  1.352094e+01
1.229909e+03  2.782546e+02  1.444128e+01
1.393669e+03  2.990777e+02  1.527381e+01
1.579234e+03  3.204184e+02  1.598550e+01
1.000000e-01  2.798140e+01  8.290686e+00
2.900000e-01  1.606584e+01  3.784111e+00
5.200000e-01  8.489182e+00  1.542545e+00
7.800000e-01  4.142371e+00  5.820222e-01
1.120000e+00  1.648246e+00  1.771447e-01
1.550000e+00  6.098223e-01  5.445703e-02
2.210000e+00  2.741169e-01  2.143117e-02
2.000000e-02  1.685438e+02  4.842805e+00
8.000000e-02  1.252772e+02  3.619996e+00
1.400000e-01  9.302787e+01  2.729282e+00
2.100000e-01  6.565869e+01  1.983079e+00
3.000000e-01  4.187705e+01  1.334724e+00
4.100000e-01  2.411101e+01  8.385814e-01
5.800000e-01  1.022193e+01  4.192436e-01
9.000000e-01  2.003834e+00  1.182483e-01
