# W  results  stat. err
3.153000e+01  2.469652e+04  3.615271e+02
9.711000e+01  2.947812e+04  4.278686e+02
1.246900e+02  3.077710e+04  4.446021e+02
1.601000e+02  3.217832e+04  4.630185e+02
4.931400e+02  4.011859e+04  5.681482e+02
6.332100e+02  4.235186e+04  5.963932e+02
8.130500e+02  4.480426e+04  6.263165e+02
4.050000e+01  2.562694e+04  3.760784e+02
4.590000e+01  2.611862e+04  3.832696e+02
5.200000e+01  2.662731e+04  3.904349e+02
2.990000e+02  3.621026e+04  5.168949e+02
3.390000e+02  3.712745e+04  5.290838e+02
3.840000e+02  3.807840e+04  5.416318e+02
5.040000e+01  2.703029e+01  1.115396e+00
7.310000e+01  2.936108e+01  1.247126e+00
1.299000e+02  3.414321e+01  1.628293e+00
1.933000e+02  3.839559e+01  2.043800e+00
3.912000e+02  4.814269e+01  3.139964e+00
4.320000e+01  2.622356e+01  1.084428e+00
5.000000e+01  2.698637e+01  1.113462e+00
5.730000e+01  2.777171e+01  1.151601e+00
6.530000e+01  2.859434e+01  1.198403e+00
7.390000e+01  2.943787e+01  1.252244e+00
8.320000e+01  3.030709e+01  1.312899e+00
9.330000e+01  3.120590e+01  1.380369e+00
1.043000e+02  3.213731e+01  1.454763e+00
4.250000e+01  2.614332e+01  1.081945e+00
5.500000e+01  2.752795e+01  1.139004e+00
6.500000e+01  2.856417e+01  1.196581e+00
7.500000e+01  2.954292e+01  1.259312e+00
8.500000e+01  3.047057e+01  1.324830e+00
1.000000e+02  3.177874e+01  1.425617e+00
1.175000e+02  3.319750e+01  1.544374e+00
1.325000e+02  3.433589e+01  1.645819e+00
1.550000e+02  3.593098e+01  1.796006e+00
1.850000e+02  3.788475e+01  1.991039e+00
2.150000e+02  3.967846e+01  2.179156e+00
2.450000e+02  4.134161e+01  2.360000e+00
2.750000e+02  4.289572e+01  2.533544e+00
4.260000e+02  4.952985e+01  3.302625e+00
4.830000e+02  5.166070e+01  3.551876e+00
5.470000e+02  5.387566e+01  3.808109e+00
6.200000e+02  5.621112e+01  4.072543e+00
7.020000e+02  5.863249e+01  4.337681e+00
7.960000e+02  6.118976e+01  4.604639e+00
9.020000e+02  6.384124e+01  4.864005e+00
1.022000e+03  6.659678e+01  5.111393e+00
1.158000e+03  6.945823e+01  5.341025e+00
1.312000e+03  7.242114e+01  5.546280e+00
5.809680e+02  5.498557e+01  3.934674e+00
6.583230e+02  5.736709e+01  4.200440e+00
7.459770e+02  5.985544e+01  4.467210e+00
8.453030e+02  6.245099e+01  4.730421e+00
9.578540e+02  6.515349e+01  4.984833e+00
1.085391e+03  6.796207e+01  5.224620e+00
1.229909e+03  7.087515e+01  5.443495e+00
1.393669e+03  7.389035e+01  5.634897e+00
1.579234e+03  7.700446e+01  5.792219e+00
1.000000e-01  3.662472e+01  8.742364e+00
2.900000e-01  2.240106e+01  3.111875e+00
5.200000e-01  1.264730e+01  1.254915e+00
7.800000e-01  6.365309e+00  5.194038e-01
1.120000e+00  2.730272e+00  2.008310e-01
1.550000e+00  1.136569e+00  8.350087e-02
2.210000e+00  4.657941e-01  3.605697e-02
2.000000e-02  2.477058e+02  8.031548e+00
8.000000e-02  1.126732e+02  3.916016e+00
1.400000e-01  6.099926e+01  2.480451e+00
2.100000e-01  3.350963e+01  1.707836e+00
3.000000e-01  1.645884e+01  1.099141e+00
4.100000e-01  7.462582e+00  6.564300e-01
5.800000e-01  2.483745e+00  3.058281e-01
9.000000e-01  4.114889e-01  8.234453e-02
