# W  results  stat. err
3.153000e+01  1.045275e+03  1.714806e+01
9.711000e+01  5.246370e+03  8.130378e+01
1.246900e+02  7.257490e+03  1.094184e+02
1.601000e+02  9.903373e+03  1.446056e+02
4.931400e+02  3.411052e+04  4.320726e+02
6.332100e+02  4.339245e+04  5.401573e+02
8.130500e+02  5.455529e+04  6.742035e+02
4.050000e+01  1.526946e+03  2.498661e+01
4.590000e+01  1.838049e+03  2.997112e+01
5.200000e+01  2.205126e+03  3.577748e+01
2.990000e+02  2.031609e+04  2.721914e+02
3.390000e+02  2.324578e+04  3.064935e+02
3.840000e+02  2.648895e+04  3.441206e+02
5.040000e+01  1.577177e+00  5.710307e-02
7.310000e+01  2.795346e+00  1.035860e-01
1.299000e+02  6.917434e+00  2.840383e-01
1.933000e+02  1.296153e+01  5.858771e-01
3.912000e+02  3.827824e+01  2.040711e+00
4.320000e+01  1.250879e+00  4.547666e-02
5.000000e+01  1.558252e+00  5.641772e-02
5.730000e+01  1.917929e+00  6.965518e-02
6.530000e+01  2.345792e+00  8.593395e-02
7.390000e+01  2.843205e+00  1.054955e-01
8.320000e+01  3.422690e+00  1.290428e-01
9.330000e+01  4.098557e+00  1.574116e-01
1.043000e+02  4.886951e+00  1.915838e-01
4.250000e+01  1.220803e+00  4.442655e-02
5.500000e+01  1.801373e+00  6.531789e-02
6.500000e+01  2.329130e+00  8.529010e-02
7.500000e+01  2.909533e+00  1.081513e-01
8.500000e+01  3.539663e+00  1.338862e-01
1.000000e+02  4.572450e+00  1.778219e-01
1.175000e+02  5.901038e+00  2.370275e-01
1.325000e+02  7.138048e+00  2.944170e-01
1.550000e+02  9.149901e+00  3.915927e-01
1.850000e+02  1.209709e+01  5.408228e-01
2.150000e+02  1.531414e+01  7.109632e-01
2.450000e+02  1.877052e+01  9.002529e-01
2.750000e+02  2.244003e+01  1.106931e+00
4.260000e+02  4.342503e+01  2.352591e+00
4.830000e+02  5.216618e+01  2.886435e+00
5.470000e+02  6.236187e+01  3.511324e+00
6.200000e+02  7.437704e+01  4.245127e+00
7.020000e+02  8.823968e+01  5.082019e+00
7.960000e+02  1.044605e+02  6.041108e+00
9.020000e+02  1.230065e+02  7.103729e+00
1.022000e+03  1.441390e+02  8.262991e+00
1.158000e+03  1.680591e+02  9.501665e+00
1.312000e+03  1.948869e+02  1.079135e+01
5.809680e+02  6.790788e+01  3.850700e+00
6.583230e+02  8.081487e+01  4.635422e+00
7.459770e+02  9.579323e+01  5.531721e+00
8.453030e+02  1.130628e+02  6.538884e+00
9.578540e+02  1.328352e+02  7.650121e+00
1.085391e+03  1.553039e+02  8.851239e+00
1.229909e+03  1.806323e+02  1.011953e+01
1.393669e+03  2.089390e+02  1.142319e+01
1.579234e+03  2.402831e+02  1.272140e+01
1.000000e-01  2.933619e+00  7.529605e-01
2.900000e-01  2.976872e+00  3.742938e-01
5.200000e-01  1.931671e+00  1.679562e-01
7.800000e-01  1.010896e+00  7.485803e-02
1.120000e+00  4.203152e-01  2.859572e-02
1.550000e+00  1.504861e-01  1.059839e-02
2.210000e+00  5.172403e-02  3.834320e-03
2.000000e-02  2.120763e+01  4.737301e-01
8.000000e-02  1.239656e+01  3.311181e-01
1.400000e-01  7.308182e+00  2.547887e-01
2.100000e-01  3.986333e+00  1.928635e-01
3.000000e-01  1.859464e+00  1.271395e-01
4.100000e-01  7.546207e-01  7.338084e-02
5.800000e-01  2.044787e-01  3.095149e-02
9.000000e-01  2.670188e-02  6.893100e-03
