# W  results  stat. err
3.153000e+01  4.842329e+02  1.064267e+01
9.711000e+01  9.590356e+02  2.042467e+01
1.246900e+02  1.112420e+03  2.354692e+01
1.601000e+02  1.288938e+03  2.712888e+01
4.931400e+02  2.486703e+03  5.086341e+01
6.332100e+02  2.879199e+03  5.835783e+01
8.130500e+02  3.336402e+03  6.689448e+01
4.050000e+01  5.651444e+02  1.233007e+01
4.590000e+01  6.101955e+02  1.326470e+01
5.200000e+01  6.584512e+02  1.426255e+01
2.990000e+02  1.857014e+03  3.853254e+01
3.390000e+02  1.998046e+03  4.132548e+01
3.840000e+02  2.148691e+03  4.428949e+01
5.040000e+01  2.342060e+00  1.509447e-01
7.310000e+01  2.981206e+00  1.922980e-01
1.299000e+02  4.344550e+00  2.954932e-01
1.933000e+02  5.638496e+00  4.065341e-01
3.912000e+02  8.911030e+00  7.166980e-01
4.320000e+01  2.121000e+00  1.380631e-01
5.000000e+01  2.330054e+00  1.502240e-01
5.730000e+01  2.544638e+00  1.634408e-01
6.530000e+01  2.769963e+00  1.780279e-01
7.390000e+01  3.002447e+00  1.937627e-01
8.320000e+01  3.244134e+00  2.107889e-01
9.330000e+01  3.496748e+00  2.292502e-01
1.043000e+02  3.761744e+00  2.492860e-01
4.250000e+01  2.098909e+00  1.368234e-01
5.500000e+01  2.478025e+00  1.592639e-01
6.500000e+01  2.761680e+00  1.774797e-01
7.500000e+01  3.031532e+00  1.957768e-01
8.500000e+01  3.289865e+00  2.140823e-01
1.000000e+02  3.659321e+00  2.414645e-01
1.175000e+02  4.067655e+00  2.731945e-01
1.325000e+02  4.401441e+00  3.001471e-01
1.550000e+02  4.878685e+00  3.400808e-01
1.850000e+02  5.478759e+00  3.923034e-01
2.150000e+02  6.044852e+00  4.432807e-01
2.450000e+02  6.582732e+00  4.929717e-01
2.750000e+02  7.096602e+00  5.413626e-01
4.260000e+02  9.410984e+00  7.655924e-01
4.830000e+02  1.019529e+01  8.422662e-01
5.470000e+02  1.103136e+01  9.235356e-01
6.200000e+02  1.193574e+01  1.010377e+00
7.020000e+02  1.289800e+01  1.100995e+00
7.960000e+02  1.394138e+01  1.196566e+00
9.020000e+02  1.505257e+01  1.294638e+00
1.022000e+03  1.623909e+01  1.394490e+00
1.158000e+03  1.750559e+01  1.494889e+00
1.312000e+03  1.885415e+01  1.594177e+00
5.809680e+02  1.145825e+01  9.646963e-01
6.583230e+02  1.239201e+01  1.053607e+00
7.459770e+02  1.339350e+01  1.146766e+00
8.453030e+02  1.446621e+01  1.243400e+00
9.578540e+02  1.561358e+01  1.342514e+00
1.085391e+03  1.683900e+01  1.442878e+00
1.229909e+03  1.814576e+01  1.543034e+00
1.393669e+03  1.953699e+01  1.641299e+00
1.579234e+03  2.101568e+01  1.735794e+00
1.000000e-01  3.135590e+00  7.807065e-01
2.900000e-01  2.882564e+00  6.734773e-01
5.200000e-01  2.669786e+00  5.672704e-01
7.800000e-01  2.476300e+00  4.669267e-01
1.120000e+00  2.236878e+00  3.683790e-01
1.550000e+00  1.931493e+00  2.813272e-01
2.210000e+00  1.481558e+00  1.933556e-01
2.000000e-02  5.625797e+00  2.679324e-01
8.000000e-02  5.014386e+00  2.390541e-01
1.400000e-01  4.470547e+00  2.145908e-01
2.100000e-01  3.909894e+00  1.906391e-01
3.000000e-01  3.289749e+00  1.656410e-01
4.100000e-01  2.664345e+00  1.418050e-01
5.800000e-01  1.926378e+00  1.150063e-01
9.000000e-01  1.045822e+00  8.150687e-02
