# W  results  stat. err
3.153000e+01  3.455083e+01  5.500860e-01
9.711000e+01  1.021514e+02  1.703895e+00
1.246900e+02  1.287507e+02  2.157173e+00
1.601000e+02  1.618344e+02  2.706407e+00
4.931400e+02  4.475278e+02  7.287519e+00
6.332100e+02  5.623433e+02  9.209290e+00
8.130500e+02  7.084922e+02  1.178486e+01
4.050000e+01  4.427937e+01  7.106648e-01
4.590000e+01  5.004726e+01  8.075763e-01
5.200000e+01  5.648887e+01  9.169087e-01
2.990000e+02  2.846715e+02  4.672185e+00
3.390000e+02  3.187931e+02  5.213610e+00
3.840000e+02  3.567608e+02  5.818800e+00
5.040000e+01  5.449083e-02  6.786203e-04
7.310000e+01  7.876142e-02  1.024210e-03
1.299000e+02  1.407878e-01  2.095443e-03
1.933000e+02  2.110851e-01  3.549200e-03
3.912000e+02  4.310433e-01  9.068444e-03
4.320000e+01  4.688781e-02  5.813925e-04
5.000000e+01  5.406708e-02  6.730489e-04
5.730000e+01  6.182366e-02  7.777011e-04
6.530000e+01  7.037623e-02  8.992542e-04
7.390000e+01  7.962381e-02  1.037369e-03
8.320000e+01  8.967853e-02  1.194826e-03
9.330000e+01  1.006535e-01  1.374734e-03
1.043000e+02  1.126623e-01  1.580518e-03
4.250000e+01  4.615149e-02  5.722973e-04
5.500000e+01  5.937463e-02  7.440611e-04
6.500000e+01  7.005460e-02  8.945725e-04
7.500000e+01  8.081028e-02  1.055565e-03
8.500000e+01  9.163049e-02  1.226227e-03
1.000000e+02  1.079616e-01  1.498897e-03
1.175000e+02  1.271373e-01  1.840046e-03
1.325000e+02  1.436556e-01  2.150340e-03
1.550000e+02  1.685389e-01  2.643512e-03
1.850000e+02  2.018508e-01  3.346534e-03
2.150000e+02  2.352498e-01  4.093970e-03
2.450000e+02  2.686822e-01  4.878839e-03
2.750000e+02  3.021083e-01  5.695198e-03
4.260000e+02  4.693923e-01  1.012245e-02
4.830000e+02  5.318692e-01  1.187331e-02
5.470000e+02  6.014734e-01  1.385939e-02
6.200000e+02  6.801100e-01  1.613022e-02
7.020000e+02  7.674375e-01  1.866519e-02
7.960000e+02  8.662057e-01  2.152543e-02
9.020000e+02  9.758531e-01  2.466624e-02
1.022000e+03  1.097783e+00  2.808820e-02
1.158000e+03  1.233197e+00  3.177200e-02
1.312000e+03  1.383076e+00  3.567663e-02
5.809680e+02  6.381669e-01  1.491650e-02
6.583230e+02  7.210570e-01  1.731831e-02
7.459770e+02  8.138245e-01  2.001079e-02
8.453030e+02  9.174331e-01  2.299883e-02
9.578540e+02  1.032894e+00  2.627794e-02
1.085391e+03  1.161263e+00  2.983203e-02
1.229909e+03  1.303631e+00  3.363115e-02
1.393669e+03  1.461113e+00  3.762964e-02
1.579234e+03  1.634835e+00  4.176474e-02
1.000000e-01  4.232119e-03  3.920593e-03
2.900000e-01  1.007420e-02  3.346491e-03
5.200000e-01  1.087568e-02  1.843919e-03
7.800000e-01  7.880181e-03  8.454185e-04
1.120000e+00  4.218593e-03  3.210138e-04
1.550000e+00  1.880013e-03  1.161536e-04
2.210000e+00  7.384966e-04  3.904497e-05
2.000000e-02  4.208232e-01  1.945470e-03
8.000000e-02  2.958640e-01  1.942421e-03
1.400000e-01  2.079803e-01  1.963038e-03
2.100000e-01  1.378551e-01  1.893467e-03
3.000000e-01  8.127618e-02  1.589980e-03
4.100000e-01  4.269222e-02  1.173460e-03
5.800000e-01  1.588698e-02  6.634610e-04
9.000000e-01  2.583196e-03  2.048524e-04
