# W  results  stat. err
3.153000e+01  3.858430e+01  9.946347e-01
9.711000e+01  2.003238e+02  5.248302e+00
1.246900e+02  2.830107e+02  7.416466e+00
1.601000e+02  3.977615e+02  1.032422e+01
4.931400e+02  1.749955e+03  4.105741e+01
6.332100e+02  2.411691e+03  5.558932e+01
8.130500e+02  3.316573e+03  7.571666e+01
4.050000e+01  5.656467e+01  1.449102e+00
4.590000e+01  6.822319e+01  1.749019e+00
5.200000e+01  8.204305e+01  2.108547e+00
2.990000e+02  9.135117e+02  2.248699e+01
3.390000e+02  1.076619e+03  2.616770e+01
3.840000e+02  1.266309e+03  3.039827e+01
5.040000e+01  5.252067e-02  3.151185e-03
7.310000e+01  9.014221e-02  5.545098e-03
1.299000e+02  2.078111e-01  1.421365e-02
1.933000e+02  3.692140e-01  2.793870e-02
3.912000e+02  1.010882e+00  9.199026e-02
4.320000e+01  4.200259e-02  2.528104e-03
5.000000e+01  5.191700e-02  3.114817e-03
5.730000e+01  6.327393e-02  3.810617e-03
6.530000e+01  7.650546e-02  4.650216e-03
7.390000e+01  9.158001e-02  5.641087e-03
8.320000e+01  1.088044e-01  6.813622e-03
9.330000e+01  1.285226e-01  8.203468e-03
1.043000e+02  1.511167e-01  9.851979e-03
4.250000e+01  4.102049e-02  2.471113e-03
5.500000e+01  5.961937e-02  3.584094e-03
6.500000e+01  7.599515e-02  4.617293e-03
7.500000e+01  9.356858e-02  5.774340e-03
8.500000e+01  1.122434e-01  7.052512e-03
1.000000e+02  1.421506e-01  9.191039e-03
1.175000e+02  1.796639e-01  1.201095e-02
1.325000e+02  2.138684e-01  1.469649e-02
1.550000e+02  2.684060e-01  1.916967e-02
1.850000e+02  3.465747e-01  2.592017e-02
2.150000e+02  4.303279e-01  3.350991e-02
2.450000e+02  5.191040e-01  4.187732e-02
2.750000e+02  6.124489e-01  5.096438e-02
4.260000e+02  1.140091e+00  1.058069e-01
4.830000e+02  1.360224e+00  1.296877e-01
5.470000e+02  1.618825e+00  1.580910e-01
6.200000e+02  1.927024e+00  1.921729e-01
7.020000e+02  2.288243e+00  2.321423e-01
7.960000e+02  2.719715e+00  2.795864e-01
9.020000e+02  3.226003e+00  3.344880e-01
1.022000e+03  3.821405e+00  3.976317e-01
1.158000e+03  4.521233e+00  4.695513e-01
1.312000e+03  5.341692e+00  5.504326e-01
5.809680e+02  1.760571e+00  1.737492e-01
6.583230e+02  2.093969e+00  2.106584e-01
7.459770e+02  2.487920e+00  2.541567e-01
8.453030e+02  2.952750e+00  3.049781e-01
9.578540e+02  3.500371e+00  3.637939e-01
1.085391e+03  4.144499e+00  4.311594e-01
1.229909e+03  4.900880e+00  5.074486e-01
1.393669e+03  5.787536e+00  5.927809e-01
1.579234e+03  6.825038e+00  6.869431e-01
1.000000e-01  3.159453e-01  7.190020e-02
2.900000e-01  1.980699e-01  3.303150e-02
5.200000e-01  1.041454e-01  1.462165e-02
7.800000e-01  4.801488e-02  6.355211e-03
1.120000e+00  1.791206e-02  2.342460e-03
1.550000e+00  5.932342e-03  7.634250e-04
2.210000e+00  1.895993e-03  2.248048e-04
2.000000e-02  6.745431e-01  3.116951e-02
8.000000e-02  4.000369e-01  2.047042e-02
1.400000e-01  2.380614e-01  1.400341e-02
2.100000e-01  1.304751e-01  9.261044e-03
3.000000e-01  6.063056e-02  5.533580e-03
4.100000e-01  2.410528e-02  2.984904e-03
5.800000e-01  6.153191e-03  1.202234e-03
9.000000e-01  7.473442e-04  2.931170e-04
