# W  results  stat. err
3.153000e+01  4.792821e+01  9.290204e-01
9.711000e+01  2.106518e+02  4.279316e+00
1.246900e+02  2.938593e+02  5.908775e+00
1.601000e+02  4.098794e+02  8.098457e+00
4.931400e+02  1.806719e+03  3.239731e+01
6.332100e+02  2.497459e+03  4.441781e+01
8.130500e+02  3.441374e+03  6.138849e+01
4.050000e+01  6.634300e+01  1.316264e+00
4.590000e+01  7.814699e+01  1.564368e+00
5.200000e+01  9.206770e+01  1.856139e+00
2.990000e+02  9.379757e+02  1.747598e+01
3.390000e+02  1.106583e+03  2.038291e+01
3.840000e+02  1.303280e+03  2.375797e+01
5.040000e+01  7.528150e-02  4.075179e-03
7.310000e+01  1.204915e-01  6.660258e-03
1.299000e+02  2.609666e-01  1.621292e-02
1.933000e+02  4.543882e-01  3.165147e-02
3.912000e+02  1.227851e+00  1.049255e-01
4.320000e+01  6.249625e-02  3.411817e-03
5.000000e+01  7.455043e-02  4.036285e-03
5.730000e+01  8.826347e-02  4.782998e-03
6.530000e+01  1.041609e-01  5.689462e-03
7.390000e+01  1.222112e-01  6.764629e-03
8.320000e+01  1.427916e-01  8.042814e-03
9.330000e+01  1.663248e-01  9.564809e-03
1.043000e+02  1.932807e-01  1.137844e-02
4.250000e+01  6.129638e-02  3.351541e-03
5.500000e+01  8.385920e-02  4.539359e-03
6.500000e+01  1.035489e-01  5.653830e-03
7.500000e+01  1.245891e-01  6.909589e-03
8.500000e+01  1.468973e-01  8.303915e-03
1.000000e+02  1.825836e-01  1.065029e-02
1.175000e+02  2.273492e-01  1.376553e-02
1.325000e+02  2.682053e-01  1.675083e-02
1.550000e+02  3.334530e-01  2.175544e-02
1.850000e+02  4.271951e-01  2.936551e-02
2.150000e+02  5.278765e-01  3.797969e-02
2.450000e+02  6.347928e-01  4.752299e-02
2.750000e+02  7.473478e-01  5.792040e-02
4.260000e+02  1.383316e+00  1.206922e-01
4.830000e+02  1.647440e+00  1.477939e-01
5.470000e+02  1.956241e+00  1.797221e-01
6.200000e+02  2.321845e+00  2.175198e-01
7.020000e+02  2.746636e+00  2.610532e-01
7.960000e+02  3.248457e+00  3.115297e-01
9.020000e+02  3.829256e+00  3.682273e-01
1.022000e+03  4.501025e+00  4.310702e-01
1.158000e+03  5.275116e+00  4.994622e-01
1.312000e+03  6.161706e+00  5.722062e-01
5.809680e+02  2.124734e+00  1.971609e-01
6.583230e+02  2.518686e+00  2.377643e-01
7.459770e+02  2.979640e+00  2.846410e-01
8.453030e+02  3.516876e+00  3.379853e-01
9.578540e+02  4.140327e+00  3.977135e-01
1.085391e+03  4.860472e+00  4.633813e-01
1.229909e+03  5.688137e+00  5.341036e-01
1.393669e+03  6.634239e+00  6.084920e-01
1.579234e+03  7.709459e+00  6.846211e-01
1.000000e-01  1.994043e-01  4.170446e-02
2.900000e-01  2.484317e-01  2.867273e-02
5.200000e-01  2.590470e-01  2.136280e-02
7.800000e-01  2.331354e-01  1.677072e-02
1.120000e+00  1.919201e-01  1.294748e-02
1.550000e+00  1.491064e-01  1.025345e-02
2.210000e+00  1.060372e-01  7.696286e-03
2.000000e-02  7.977495e-01  2.397129e-02
8.000000e-02  5.005019e-01  1.675718e-02
1.400000e-01  3.205315e-01  1.312536e-02
2.100000e-01  1.927245e-01  1.050993e-02
3.000000e-01  1.002375e-01  7.879364e-03
4.100000e-01  4.510898e-02  5.406630e-03
5.800000e-01  1.293785e-02  2.858304e-03
9.000000e-01  1.210380e-03  8.336821e-04
