# W  results  stat. err
3.153000e+01  1.445047e+04  1.980493e+02
9.711000e+01  1.740783e+04  2.321059e+02
1.246900e+02  1.817196e+04  2.411676e+02
1.601000e+02  1.898605e+04  2.506479e+02
4.931400e+02  2.342347e+04  3.030297e+02
6.332100e+02  2.462307e+04  3.182976e+02
8.130500e+02  2.591880e+04  3.355938e+02
4.050000e+01  1.505225e+04  2.045203e+02
4.590000e+01  1.536373e+04  2.080120e+02
5.200000e+01  1.568191e+04  2.116559e+02
2.990000e+02  2.127495e+04  2.771314e+02
3.390000e+02  2.178508e+04  2.831438e+02
3.840000e+02  2.231007e+04  2.894110e+02
5.040000e+01  1.911848e+01  3.067174e-01
7.310000e+01  2.067041e+01  3.423145e-01
1.299000e+02  2.366452e+01  4.430530e-01
1.933000e+02  2.619507e+01  5.509904e-01
3.912000e+02  3.169799e+01  8.294003e-01
4.320000e+01  1.855736e+01  2.981151e-01
5.000000e+01  1.908832e+01  3.061856e-01
5.730000e+01  1.962171e+01  3.165959e-01
6.530000e+01  2.016900e+01  3.292404e-01
7.390000e+01  2.072022e+01  3.436840e-01
8.320000e+01  2.127930e+01  3.598660e-01
9.330000e+01  2.184921e+01  3.777815e-01
1.043000e+02  2.243207e+01  3.974516e-01
4.250000e+01  1.850062e+01  2.974119e-01
5.500000e+01  1.945741e+01  3.131716e-01
6.500000e+01  2.014912e+01  3.287498e-01
7.500000e+01  2.078824e+01  3.455740e-01
8.500000e+01  2.138355e+01  3.630400e-01
1.000000e+02  2.220855e+01  3.897548e-01
1.175000e+02  2.308706e+01  4.210451e-01
1.325000e+02  2.378144e+01  4.476393e-01
1.550000e+02  2.474058e+01  4.868131e-01
1.850000e+02  2.589612e+01  5.373696e-01
2.150000e+02  2.694050e+01  5.858308e-01
2.450000e+02  2.789624e+01  6.321610e-01
2.750000e+02  2.877930e+01  6.763983e-01
4.260000e+02  3.245520e+01  8.700450e-01
4.830000e+02  3.360783e+01  9.320116e-01
5.470000e+02  3.479331e+01  9.953186e-01
6.200000e+02  3.603027e+01  1.060225e+00
7.020000e+02  3.729957e+01  1.124853e+00
7.960000e+02  3.862656e+01  1.189434e+00
9.020000e+02  3.998869e+01  1.251657e+00
1.022000e+03  4.139045e+01  1.310445e+00
1.158000e+03  4.283213e+01  1.364401e+00
1.312000e+03  4.431096e+01  1.411943e+00
5.809680e+02  3.538277e+01  1.026439e+00
6.583230e+02  3.663785e+01  1.091458e+00
7.459770e+02  3.793585e+01  1.156252e+00
8.453030e+02  3.927617e+01  1.219679e+00
9.578540e+02  4.065794e+01  1.280446e+00
1.085391e+03  4.208004e+01  1.337134e+00
1.229909e+03  4.354105e+01  1.388233e+00
1.393669e+03  4.503927e+01  1.432184e+00
1.579234e+03  4.657266e+01  1.467438e+00
1.000000e-01  3.339736e+00  1.801374e+00
2.900000e-01  3.511778e+00  9.574061e-01
5.200000e-01  2.822570e+00  4.318452e-01
7.800000e-01  1.793995e+00  1.753519e-01
1.120000e+00  9.263347e-01  6.365138e-02
1.550000e+00  4.516275e-01  2.566287e-02
2.210000e+00  2.294059e-01  1.227124e-02
2.000000e-02  1.238242e+02  1.286951e+00
8.000000e-02  8.101415e+01  9.396038e-01
1.400000e-01  5.350107e+01  7.425561e-01
2.100000e-01  3.328233e+01  5.869771e-01
3.000000e-01  1.828617e+01  4.285384e-01
4.100000e-01  8.916337e+00  2.839421e-01
5.800000e-01  3.001829e+00  1.442692e-01
9.000000e-01  4.070142e-01  3.893744e-02
