# W  results  stat. err
3.153000e+01  3.129916e+04  5.542874e+02
9.711000e+01  5.510260e+04  8.674683e+02
1.246900e+02  6.186285e+04  9.531907e+02
1.601000e+02  6.920686e+04  1.044027e+03
4.931400e+02  1.104523e+05  1.537998e+03
6.332100e+02  1.217151e+05  1.675579e+03
8.130500e+02  1.338685e+05  1.828192e+03
4.050000e+01  3.572641e+04  6.133285e+02
4.590000e+01  3.811636e+04  6.451203e+02
5.200000e+01  4.062088e+04  6.783461e+02
2.990000e+02  9.033080e+04  1.297533e+03
3.390000e+02  9.509468e+04  1.354165e+03
3.840000e+02  1.000086e+05  1.412687e+03
5.040000e+01  6.318934e+01  2.921297e+00
7.310000e+01  8.162090e+01  3.759335e+00
1.299000e+02  1.240795e+02  6.039535e+00
1.933000e+02  1.669978e+02  8.661897e+00
3.912000e+02  2.807891e+02  1.639775e+01
4.320000e+01  5.711090e+01  2.676778e+00
5.000000e+01  6.285489e+01  2.907344e+00
5.730000e+01  6.890252e+01  3.167391e+00
6.530000e+01  7.540188e+01  3.463053e+00
7.390000e+01  8.225255e+01  3.790091e+00
8.320000e+01  8.951584e+01  4.151811e+00
9.330000e+01  9.724741e+01  4.551829e+00
1.043000e+02  1.054973e+02  4.993889e+00
4.250000e+01  5.651313e+01  2.653865e+00
5.500000e+01  6.700967e+01  3.084307e+00
6.500000e+01  7.516043e+01  3.451802e+00
7.500000e+01  8.311926e+01  3.832482e+00
8.500000e+01  9.090529e+01  4.222611e+00
1.000000e+02  1.022926e+02  4.820408e+00
1.175000e+02  1.151811e+02  5.530765e+00
1.325000e+02  1.259222e+02  6.146609e+00
1.550000e+02  1.415561e+02  7.076648e+00
1.850000e+02  1.616004e+02  8.319014e+00
2.150000e+02  1.808277e+02  9.554613e+00
2.450000e+02  1.993213e+02  1.077617e+01
2.750000e+02  2.171471e+02  1.197850e+01
4.260000e+02  2.983959e+02  1.763770e+01
4.830000e+02  3.259809e+02  1.958035e+01
5.470000e+02  3.552641e+02  2.163003e+01
6.200000e+02  3.867062e+02  2.380040e+01
7.020000e+02  4.197978e+02  2.603265e+01
7.960000e+02  4.551527e+02  2.833808e+01
9.020000e+02  4.920936e+02  3.063626e+01
1.022000e+03  5.306158e+02  3.288684e+01
1.158000e+03  5.705664e+02  3.503525e+01
1.312000e+03  6.116642e+02  3.701699e+01
5.809680e+02  3.701410e+02  2.266188e+01
6.583230e+02  4.024493e+02  2.487015e+01
7.459770e+02  4.366622e+02  2.714388e+01
8.453030e+02  4.726983e+02  2.944517e+01
9.578540e+02  5.104331e+02  3.172789e+01
1.085391e+03  5.496964e+02  3.393829e+01
1.229909e+03  5.902678e+02  3.601614e+01
1.393669e+03  6.318736e+02  3.789654e+01
1.579234e+03  6.741855e+02  3.951246e+01
1.000000e-01  1.495722e+02  3.730080e+01
2.900000e-01  8.738897e+01  1.565670e+01
5.200000e-01  4.531996e+01  5.646395e+00
7.800000e-01  2.070281e+01  1.966623e+00
1.120000e+00  7.277983e+00  5.566210e-01
1.550000e+00  2.305616e+00  1.661688e-01
2.210000e+00  9.586498e-01  6.687614e-02
2.000000e-02  4.607732e+02  1.812700e+01
8.000000e-02  3.157132e+02  1.253031e+01
1.400000e-01  2.164202e+02  8.984630e+00
2.100000e-01  1.393534e+02  6.300789e+00
3.000000e-01  7.914674e+01  4.116648e+00
4.100000e-01  3.965152e+01  2.489307e+00
5.800000e-01  1.362502e+01  1.148225e+00
9.000000e-01  1.819192e+00  2.658743e-01
